	QID	label	geneID	proteinID	wikilink
50138	Q18049382	FAT3	120114	Q21149372	https://en.wikipedia.org/wiki/Fat_atypical_cadherin_3
50144	Q18049388	DBX1	120237	Q21110009	https://en.wikipedia.org/wiki/DBX1
50148	Q18049397	NXPE2	120406	Q21133487	https://en.wikipedia.org/wiki/Neurexophilin_and_pc-esterase_domain_family_member_2
50151	Q18049398	JAML	120425	Q21108774	https://en.wikipedia.org/wiki/AMICA1
50154	Q18049403	OR8I2	120586	Q21124124	https://en.wikipedia.org/wiki/OR8I2
50159	Q18049404	OR2D3	120775	Q21109117	https://en.wikipedia.org/wiki/OR2D3
50164	Q18049405	OR2D2	120776	Q21109139	https://en.wikipedia.org/wiki/OR2D2
50169	Q18049406	OR52W1	120787	Q21121003	https://en.wikipedia.org/wiki/OR52W1
50174	Q18049408	OR56A4	120793	Q21121015	https://en.wikipedia.org/wiki/OR56A4
50179	Q18049409	OR56A1	120796	Q21121012	https://en.wikipedia.org/wiki/OR56A1
50184	Q18049420	OR2AP1	121129	Q21120273	https://en.wikipedia.org/wiki/OR2AP1
50188	Q18049421	OR10P1	121130	Q21120197	https://en.wikipedia.org/wiki/OR10P1
50194	Q18049426	SLC15A4	121260	Q21124422	https://en.wikipedia.org/wiki/SLC15A4
50195	Q18049426	SLC15A4	121260	Q21150447	https://en.wikipedia.org/wiki/SLC15A4
50202	Q18049431	OR10AD1	121275	Q21120973	https://en.wikipedia.org/wiki/OR10AD1
50206	Q18049432	TPH2	121278	Q21125466	https://en.wikipedia.org/wiki/TPH2
50208	Q18049436	OR10A7	121364	Q21120974	https://en.wikipedia.org/wiki/OR10A7
50213	Q18049437	KRT74	121391	Q21118536	https://en.wikipedia.org/wiki/KRT74
50217	Q18049438	NEDD1	121441	Q21124831	https://en.wikipedia.org/wiki/NEDD1
50218	Q18049438	NEDD1	121441	Q21151183	https://en.wikipedia.org/wiki/NEDD1
50223	Q18049444	H4-16	121504	Q22676641	https://en.wikipedia.org/wiki/HIST4H4
50229	Q18049446	FGD4	121512	Q21106108	https://en.wikipedia.org/wiki/FGD4
50230	Q18049446	FGD4	121512	Q21150870	https://en.wikipedia.org/wiki/FGD4
50238	Q18035879	ZNF275	10838	Q21136865	https://en.wikipedia.org/wiki/Zinc_finger_protein_275
50243	Q18035880	ALDH1L1	10840	Q21101828	https://en.wikipedia.org/wiki/ALDH1L1
50244	Q18035880	ALDH1L1	10840	Q21149013	https://en.wikipedia.org/wiki/ALDH1L1
50250	Q18035882	PPP1R17	10842	Q21124953	https://en.wikipedia.org/wiki/PPP1R17
50256	Q18035883	TUBGCP2	10844	Q21110339	https://en.wikipedia.org/wiki/TUBGCP2
50262	Q18035886	SRCAP	10847	Q21135684	https://en.wikipedia.org/wiki/SRCAP
50263	Q18035886	SRCAP	10847	Q21138350	https://en.wikipedia.org/wiki/SRCAP
50270	Q18035887	PPP1R13L	10848	Q21110180	https://en.wikipedia.org/wiki/PPP1R13L
50271	Q18035887	PPP1R13L	10848	Q21141628	https://en.wikipedia.org/wiki/PPP1R13L
50278	Q18035888	POLR1G	10849	Q21127096	https://en.wikipedia.org/wiki/CD3EAP
50279	Q18035888	POLR1G	10849	Q21140749	https://en.wikipedia.org/wiki/CD3EAP
50283	Q18035891	RUVBL2	10856	Q21102282	https://en.wikipedia.org/wiki/RUVBL2
50287	Q18035892	PGRMC1	10857	Q21100921	https://en.wikipedia.org/wiki/PGRMC1
50288	Q18035892	PGRMC1	10857	Q21110724	https://en.wikipedia.org/wiki/PGRMC1
50294	Q18035893	CYP46A1	10858	Q22676602	https://en.wikipedia.org/wiki/CYP46A1
50299	Q18035895	LILRB1	10859	Q21120812	https://en.wikipedia.org/wiki/LILRB1
50300	Q18035895	LILRB1	10859	Q21149741	https://en.wikipedia.org/wiki/LILRB1
50307	Q18035897	ADAM28	10863	Q21111186	https://en.wikipedia.org/wiki/ADAM28
50308	Q18035897	ADAM28	10863	Q21138449	https://en.wikipedia.org/wiki/ADAM28
50311	Q18035898	SLC22A7	10864	Q21135953	https://en.wikipedia.org/wiki/SLC22A7
50312	Q18035898	SLC22A7	10864	Q21150489	https://en.wikipedia.org/wiki/SLC22A7
50317	Q18035901	TSPAN9	10867	Q21135120	https://en.wikipedia.org/wiki/Tetraspanin_9
50320	Q18035902	USP20	10868	Q21112851	https://en.wikipedia.org/wiki/USP20
50323	Q18035903	USP19	10869	Q21126693	https://en.wikipedia.org/wiki/USP19
50328	Q18035904	HCST	10870	Q21173602	https://en.wikipedia.org/wiki/HCST_(gene)
50332	Q18035905	CD300C	10871	Q21109807	https://en.wikipedia.org/wiki/CD300C
50336	Q18035908	FGL2	10875	Q21107333	https://en.wikipedia.org/wiki/FGL2
50340	Q18035910	CFHR4	10877	Q21103092	https://en.wikipedia.org/wiki/CFHR4
50346	Q18035911	CFHR3	10878	Q21130405	https://en.wikipedia.org/wiki/CFHR3
50353	Q18035914	ACTL7A	10881	Q21096268	https://en.wikipedia.org/wiki/ACTL7A
50357	Q18035915	C1QL1	10882	Q21116898	https://en.wikipedia.org/wiki/C1QL1
50361	Q18035916	MRPS30	10884	Q21127130	https://en.wikipedia.org/wiki/MRPS30
50366	Q18035917	WDR3	10885	Q21174642	https://en.wikipedia.org/wiki/WDR3
50370	Q18035918	NPFFR2	10886	Q13566123	https://en.wikipedia.org/wiki/Neuropeptide_FF_receptor_2
50375	Q18035919	PROKR1	10887	Q7249523	https://en.wikipedia.org/wiki/Prokineticin_receptor_1
50380	Q18035922	PPARGC1A	10891	Q21118081	https://en.wikipedia.org/wiki/Pparg_coactivator_1_alpha
50384	Q18035923	MALT1	10892	Q21113910	https://en.wikipedia.org/wiki/MALT1
50389	Q18035604	DLL3	10683	Q21115829	https://en.wikipedia.org/wiki/DLL3
50390	Q18035604	DLL3	10683	Q21150861	https://en.wikipedia.org/wiki/DLL3
50397	Q18035605	CLDN16	10686	Q21132953	https://en.wikipedia.org/wiki/CLDN16
50400	Q18035608	FUT9	10690	Q21112478	https://en.wikipedia.org/wiki/FUT9
50406	Q18035609	GMEB1	10691	Q21114633	https://en.wikipedia.org/wiki/GMEB1
50410	Q18035610	RRH	10692	Q21123645	https://en.wikipedia.org/wiki/RRH
50419	Q18035611	CCT6B	10693	Q21125306	https://en.wikipedia.org/wiki/CCT6B
50420	Q18035611	CCT6B	10693	Q21140511	https://en.wikipedia.org/wiki/CCT6B
50431	Q18035612	CCT8	10694	Q21125301	https://en.wikipedia.org/wiki/CCT8
50432	Q18035612	CCT8	10694	Q21150836	https://en.wikipedia.org/wiki/CCT8
50442	Q18035616	USP39	10713	Q21125234	https://en.wikipedia.org/wiki/USP39
50447	Q18035617	POLD3	10714	Q21117984	https://en.wikipedia.org/wiki/POLD3
50452	Q18035618	CERS1	10715	Q21173451	https://en.wikipedia.org/wiki/Ceramide_synthase_1
50455	Q18035619	TBR1	10716	Q21127346	https://en.wikipedia.org/wiki/TBR1
50461	Q18035620	AP4B1	10717	Q21111509	https://en.wikipedia.org/wiki/AP4B1
50462	Q18035620	AP4B1	10717	Q21150012	https://en.wikipedia.org/wiki/AP4B1
50471	Q18035621	NRG3	10718	Q21117646	https://en.wikipedia.org/wiki/Neuregulin_3
50472	Q18035621	NRG3	10718	Q21123623	https://en.wikipedia.org/wiki/Neuregulin_3
50473	Q18035621	NRG3	10718	Q21141079	https://en.wikipedia.org/wiki/Neuregulin_3
50486	Q18035623	POLQ	10721	Q21101126	https://en.wikipedia.org/wiki/POLQ
50489	Q18042165	APOM	55937	Q21173371	https://en.wikipedia.org/wiki/APOM
50496	Q18042174	SULF2	55959	Q21135733	https://en.wikipedia.org/wiki/SULF2
50497	Q18042174	SULF2	55959	Q21137477	https://en.wikipedia.org/wiki/SULF2
50503	Q18042178	SEPTIN3	55964	Q21110714	https://en.wikipedia.org/wiki/SEPT3
50508	Q18042184	NDUFA12	55967	Q21123068	https://en.wikipedia.org/wiki/NDUFA12
50512	Q18042189	NSFL1C	55968	Q21121760	https://en.wikipedia.org/wiki/NSFL1C
50516	Q18042194	GNG12	55970	Q21103104	https://en.wikipedia.org/wiki/GNG12
50522	Q18042195	BAIAP2L1	55971	Q21115540	https://en.wikipedia.org/wiki/BAIAP2L1
50532	Q18042198	BCAP29	55973	Q21132762	https://en.wikipedia.org/wiki/BCAP29
50533	Q18042198	BCAP29	55973	Q21149360	https://en.wikipedia.org/wiki/BCAP29
50534	Q18042198	BCAP29	55973	Q21149752	https://en.wikipedia.org/wiki/BCAP29
50545	Q18042199	SLC50A1	55974	Q21123446	https://en.wikipedia.org/wiki/Sugar_transporter_SWEET1
50551	Q18042201	KLHL7	55975	Q21117436	https://en.wikipedia.org/wiki/Kelch-like_protein_7
50555	Q18042207	NXF2	56001	Q21133488	https://en.wikipedia.org/wiki/NXF2
50558	Q18042210	BARX1	56033	Q21100421	https://en.wikipedia.org/wiki/Barx_homeobox_1
50561	Q18042211	PDGFC	56034	Q21123252	https://en.wikipedia.org/wiki/PDGFC
50562	Q18042211	PDGFC	56034	Q21146829	https://en.wikipedia.org/wiki/PDGFC
50567	Q18042212	ALG1	56052	Q22680152	https://en.wikipedia.org/wiki/ALG1
50569	Q18042218	PCDHGB7	56099	Q21121115	https://en.wikipedia.org/wiki/PCDHGB7
50572	Q18042233	PCDHGA11	56105	Q21121129	https://en.wikipedia.org/wiki/PCDHGA11
50577	Q18042261	PCDHB15	56121	Q21121107	https://en.wikipedia.org/wiki/PCDHB15
50578	Q18042261	PCDHB15	56121	Q21143027	https://en.wikipedia.org/wiki/PCDHB15
50586	Q18042262	PCDHB14	56122	Q21119121	https://en.wikipedia.org/wiki/PCDHB14
50587	Q18046628	TEDC2	80178	Q21117885	https://en.wikipedia.org/wiki/TEDC2
50590	Q18046631	RUBCNL	80183	Q21118563	https://en.wikipedia.org/wiki/Kiaa0226_like
50593	Q18046632	CEP290	80184	Q21117111	https://en.wikipedia.org/wiki/CEP290
50594	Q18046632	CEP290	80184	Q21151416	https://en.wikipedia.org/wiki/CEP290
50603	Q18046633	TTI2	80185	Q21125523	https://en.wikipedia.org/wiki/TTI2
50607	Q18046634	TMEM134	80194	Q18353979	https://en.wikipedia.org/wiki/Transmembrane_protein_134
50608	Q18046634	TMEM134	80194	Q21147095	https://en.wikipedia.org/wiki/Transmembrane_protein_134
50615	Q18046636	RNF34	80196	Q21111570	https://en.wikipedia.org/wiki/RNF34
50616	Q18046636	RNF34	80196	Q21140062	https://en.wikipedia.org/wiki/RNF34
50621	Q18046637	MUS81	80198	Q21113255	https://en.wikipedia.org/wiki/MUS81
50622	Q18046637	MUS81	80198	Q21140263	https://en.wikipedia.org/wiki/MUS81
50628	Q18046639	HKDC1	80201	Q21118278	https://en.wikipedia.org/wiki/HKDC1
50632	Q18046640	FBXO11	80204	Q21101352	https://en.wikipedia.org/wiki/FBXO11
50636	Q18046641	CHD9	80205	Q21132784	https://en.wikipedia.org/wiki/CHD9
50637	Q18046641	CHD9	80205	Q21140504	https://en.wikipedia.org/wiki/CHD9
50643	Q18046643	OPA3	80207	Q21119630	https://en.wikipedia.org/wiki/OPA3
50650	Q18046646	ARMC9	80210	Q21116719	https://en.wikipedia.org/wiki/ARMC9
50651	Q18046646	ARMC9	80210	Q21141012	https://en.wikipedia.org/wiki/ARMC9
50652	Q18046646	ARMC9	80210	Q21149139	https://en.wikipedia.org/wiki/ARMC9
50665	Q18046652	ALPK1	80216	Q21109401	https://en.wikipedia.org/wiki/ALPK1
50669	Q18046658	RAB11FIP1	80223	Q21123821	https://en.wikipedia.org/wiki/RAB11FIP1
50675	Q18046659	NUBPL	80224	Q21124907	https://en.wikipedia.org/wiki/NUBPL
50676	Q18046659	NUBPL	80224	Q21139484	https://en.wikipedia.org/wiki/NUBPL
50681	Q18046660	PAAF1	80227	Q21131949	https://en.wikipedia.org/wiki/PAAF1
50682	Q18046660	PAAF1	80227	Q21137595	https://en.wikipedia.org/wiki/PAAF1
50687	Q18046661	ORAI2	80228	Q21124241	https://en.wikipedia.org/wiki/ORAI2
50688	Q18046661	ORAI2	80228	Q21148257	https://en.wikipedia.org/wiki/ORAI2
50697	Q18046662	RUFY1	80230	Q21115787	https://en.wikipedia.org/wiki/RUFY1
50698	Q18046662	RUFY1	80230	Q21149765	https://en.wikipedia.org/wiki/RUFY1
50708	Q18046664	WDR26	80232	Q21122968	https://en.wikipedia.org/wiki/WDR26
50714	Q18046667	ELL3	80237	Q21114408	https://en.wikipedia.org/wiki/ELL3
50720	Q18046668	PREX2	80243	Q21121157	https://en.wikipedia.org/wiki/PREX2
50728	Q18046669	CEP63	80254	Q21110431	https://en.wikipedia.org/wiki/CEP63
50729	Q18046669	CEP63	80254	Q21151194	https://en.wikipedia.org/wiki/CEP63
50737	Q18046671	FAM214B	80256	Q21114114	https://en.wikipedia.org/wiki/FAM214B
50745	Q18042263	PCDHB13	56123	Q21121108	https://en.wikipedia.org/wiki/PCDHB13
50750	Q18042264	PCDHB12	56124	Q21121109	https://en.wikipedia.org/wiki/PCDHB12
50755	Q18042265	PCDHB11	56125	Q21121110	https://en.wikipedia.org/wiki/PCDHB11
50759	Q18042266	PCDHB10	56126	Q21121094	https://en.wikipedia.org/wiki/PCDHB10
50762	Q18042267	PCDHB9	56127	Q21121101	https://en.wikipedia.org/wiki/PCDHB9
50766	Q18042269	PCDHB7	56129	Q21121102	https://en.wikipedia.org/wiki/PCDHB7
50771	Q18042271	PCDHB4	56131	Q21121105	https://en.wikipedia.org/wiki/PCDHB4
50776	Q18042272	PCDHB3	56132	Q21121106	https://en.wikipedia.org/wiki/PCDHB3
50781	Q18042273	PCDHB2	56133	Q21117853	https://en.wikipedia.org/wiki/PCDHB2
50784	Q18042276	PCDHAC2	56134	Q21121138	https://en.wikipedia.org/wiki/PCDHAC2
50787	Q18042284	PCDHA12	56137	Q21121100	https://en.wikipedia.org/wiki/PCDHA12
50792	Q18042296	PCDHA6	56142	Q21121098	https://en.wikipedia.org/wiki/PCDHA6
50798	Q18042297	PCDHA5	56143	Q21121132	https://en.wikipedia.org/wiki/PCDHA5
50803	Q18042298	PCDHA4	56144	Q21121099	https://en.wikipedia.org/wiki/PCDHA4
50809	Q18042299	PCDHA3	56145	Q21121133	https://en.wikipedia.org/wiki/PCDHA3
50815	Q18042300	PCDHA2	56146	Q21121134	https://en.wikipedia.org/wiki/PCDHA2
50819	Q18042301	PCDHA1	56147	Q21174050	https://en.wikipedia.org/wiki/Protocadherin_alpha_1
50822	Q18042302	TEX15	56154	Q21127404	https://en.wikipedia.org/wiki/Testis_expressed_15
50825	Q18042307	TEX11	56159	Q21111667	https://en.wikipedia.org/wiki/TEX11
50831	Q18042316	GSDMC	56169	Q21119017	https://en.wikipedia.org/wiki/GSDMC
50836	Q18042318	DNAH7	56171	Q21114319	https://en.wikipedia.org/wiki/DNAH7
50843	Q18035624	SLC12A7	10723	Q21124443	https://en.wikipedia.org/wiki/SLC12A7
50847	Q18035625	OGA	10724	Q22676717	https://en.wikipedia.org/wiki/Protein_O-GlcNAcase
50853	Q18035627	NUDC	10726	Q21117972	https://en.wikipedia.org/wiki/NUDC
50857	Q18035628	PTGES3	10728	Q21173281	https://en.wikipedia.org/wiki/PTGES3
50859	Q18035629	YME1L1	10730	Q21136882	https://en.wikipedia.org/wiki/YME1L1
50860	Q18035629	YME1L1	10730	Q21139184	https://en.wikipedia.org/wiki/YME1L1
50867	Q18035631	PLK4	10733	Q21109157	https://en.wikipedia.org/wiki/PLK4
50868	Q18035631	PLK4	10733	Q21139956	https://en.wikipedia.org/wiki/PLK4
50875	Q18035632	STAG3	10734	Q21126474	https://en.wikipedia.org/wiki/STAG3_(gene)
50876	Q18035632	STAG3	10734	Q21150244	https://en.wikipedia.org/wiki/STAG3_(gene)
50881	Q18035633	STAG2	10735	Q21124914	https://en.wikipedia.org/wiki/STAG2
50882	Q18035633	STAG2	10735	Q21140146	https://en.wikipedia.org/wiki/STAG2
50889	Q18035634	SIX2	10736	Q21125207	https://en.wikipedia.org/wiki/SIX2
50890	Q18035634	SIX2	10736	Q21149939	https://en.wikipedia.org/wiki/SIX2
50899	Q18035642	RBBP9	10741	Q21125011	https://en.wikipedia.org/wiki/RBBP9
50903	Q18035651	RAI2	10742	Q7275718	https://en.wikipedia.org/wiki/RAI2
50904	Q18035651	RAI2	10742	Q21117527	https://en.wikipedia.org/wiki/RAI2
50910	Q18035686	MAP3K2	10746	Q21132946	https://en.wikipedia.org/wiki/MAP3K2
50916	Q18035704	KIF1C	10749	Q21115491	https://en.wikipedia.org/wiki/KIF1C
50920	Q18035714	GRAP	10750	Q21103288	https://en.wikipedia.org/wiki/GRAP
50927	Q18035731	CAPN9	10753	Q21112903	https://en.wikipedia.org/wiki/CAPN9
50931	Q18035740	GIPC1	10755	Q21118203	https://en.wikipedia.org/wiki/GIPC1
50937	Q18035749	TRAF3IP2	10758	Q21115660	https://en.wikipedia.org/wiki/TRAF3IP2
50943	Q18046388	KDM8	79831	Q21114812	https://en.wikipedia.org/wiki/KDM8
50948	Q18046389	QSER1	79832	Q21122645	https://en.wikipedia.org/wiki/QSER1
50953	Q18046390	GEMIN6	79833	Q5530539	https://en.wikipedia.org/wiki/Gem-associated_protein_6
50958	Q18046393	PIP4K2C	79837	Q21119722	https://en.wikipedia.org/wiki/PIP4K2C
50962	Q18046396	NHEJ1	79840	Q21117965	https://en.wikipedia.org/wiki/Non-homologous_end-joining_factor_1
50963	Q18046396	NHEJ1	79840	Q21145609	https://en.wikipedia.org/wiki/Non-homologous_end-joining_factor_1
50969	Q18046401	RNF122	79845	Q21135041	https://en.wikipedia.org/wiki/RNF122
50973	Q18046407	EPHX3	79852	Q21131503	https://en.wikipedia.org/wiki/Epoxide_hydrolase_3
50976	Q18046413	ZNF669	79862	Q21159952	https://en.wikipedia.org/wiki/Zinc_finger_protein_669
50979	Q18046422	ALG13	79868	Q21113867	https://en.wikipedia.org/wiki/ALG13
50980	Q18046422	ALG13	79868	Q21145193	https://en.wikipedia.org/wiki/ALG13
50989	Q18046423	CPSF7	79869	Q21116398	https://en.wikipedia.org/wiki/CPSF7
50990	Q18046423	CPSF7	79869	Q21148785	https://en.wikipedia.org/wiki/CPSF7
50997	Q18046424	BAALC	79870	Q21112777	https://en.wikipedia.org/wiki/BAALC
51000	Q18046425	RPAP2	79871	Q21135399	https://en.wikipedia.org/wiki/RPAP2
51003	Q18046426	CBLL1	79872	Q21111010	https://en.wikipedia.org/wiki/CBLL1
51004	Q18046426	CBLL1	79872	Q21139009	https://en.wikipedia.org/wiki/CBLL1
51017	Q18046431	UBA5	79876	Q21113334	https://en.wikipedia.org/wiki/UBA5
51018	Q18046431	UBA5	79876	Q21138001	https://en.wikipedia.org/wiki/UBA5
51021	Q18046435	PODNL1	79883	Q21120471	https://en.wikipedia.org/wiki/Podocan_like_1
51022	Q18046435	PODNL1	79883	Q21139983	https://en.wikipedia.org/wiki/Podocan_like_1
51027	Q18046437	HDAC11	79885	Q21140676	https://en.wikipedia.org/wiki/HDAC11
51032	Q18046438	CAAP1	79886	Q21130571	https://en.wikipedia.org/wiki/Caspase_activity_and_apoptosis_inhibitor_1
51035	Q18046440	PLBD1	79887	Q21123764	https://en.wikipedia.org/wiki/PLBD1
51039	Q18046451	ZNF613	79898	Q21159947	https://en.wikipedia.org/wiki/Zinc_finger_protein_613
51042	Q18053368	TYSND1	219743	Q21136452	https://en.wikipedia.org/wiki/TYSND1
51046	Q18053371	GJD4	219770	Q21113172	https://en.wikipedia.org/wiki/GJD4
51051	Q18053372	CCNY	219771	Q21201665	https://en.wikipedia.org/wiki/CCNY_(gene)
51056	Q18053373	RTKN2	219790	Q21135406	https://en.wikipedia.org/wiki/RTKN2
51062	Q18053376	HYLS1	219844	Q21118951	https://en.wikipedia.org/wiki/HYLS1
51067	Q18053378	SLC37A2	219855	Q21122121	https://en.wikipedia.org/wiki/Glucose-6-phosphate_exchanger_SLC37A2
51071	Q18053379	OR8B12	219858	Q21124169	https://en.wikipedia.org/wiki/OR8B12
51076	Q18053380	OR8G5	219865	Q21124130	https://en.wikipedia.org/wiki/OR8G5
51081	Q18053381	OR10G8	219869	Q21120203	https://en.wikipedia.org/wiki/OR10G8
51086	Q18053382	OR10G9	219870	Q21120202	https://en.wikipedia.org/wiki/OR10G9
51091	Q18053383	OR10S1	219873	Q21120200	https://en.wikipedia.org/wiki/OR10S1
51096	Q18053384	OR6T1	219874	Q21124185	https://en.wikipedia.org/wiki/OR6T1
51101	Q18053385	OR4D5	219875	Q21120356	https://en.wikipedia.org/wiki/OR4D5
51106	Q18053391	OR6Q1	219952	Q21124191	https://en.wikipedia.org/wiki/OR6Q1
51111	Q18042319	ANKH	56172	Q21109449	https://en.wikipedia.org/wiki/ANKH
51117	Q18042321	MOSPD1	56180	Q21118819	https://en.wikipedia.org/wiki/Motile_sperm_domain_containing_1
51122	Q18042324	MTFR1L	56181	Q21132896	https://en.wikipedia.org/wiki/MTFR1L
51123	Q18042324	MTFR1L	56181	Q21151170	https://en.wikipedia.org/wiki/MTFR1L
51133	Q18042327	LMOD3	56203	Q21121575	https://en.wikipedia.org/wiki/LMOD3
51140	Q18042329	FAM214A	56204	Q21112527	https://en.wikipedia.org/wiki/FAM214A
51141	Q18042329	FAM214A	56204	Q21146821	https://en.wikipedia.org/wiki/FAM214A
51146	Q18042332	SUSD2	56241	Q21123922	https://en.wikipedia.org/wiki/Sushi_domain_containing_2
51150	Q18042335	BTNL2	56244	Q21110508	https://en.wikipedia.org/wiki/BTNL2
51154	Q18042336	C21orf62	56245	Q21109981	https://en.wikipedia.org/wiki/C21orf62
51158	Q18042338	MRAP	56246	Q21120870	https://en.wikipedia.org/wiki/Melanocortin_2_receptor_accessory_protein
51162	Q18042340	YLPM1	56252	Q21102138	https://en.wikipedia.org/wiki/YLPM1
51165	Q18042342	RNF20	56254	Q21112634	https://en.wikipedia.org/wiki/RNF20
51169	Q18042343	TMX4	56255	Q21135808	https://en.wikipedia.org/wiki/TMX4
51175	Q18042346	CTNNBL1	56259	Q21111669	https://en.wikipedia.org/wiki/CTNNBL1
51181	Q18042350	LRRC8A	56262	Q21119331	https://en.wikipedia.org/wiki/LRRC8A
51185	Q18042352	CPXM1	56265	Q21113061	https://en.wikipedia.org/wiki/CPXM1
51188	Q18042356	KYAT3	56267	Q21119214	https://en.wikipedia.org/wiki/KYAT3
51190	Q18042361	IRGC	56269	Q6046431	https://en.wikipedia.org/wiki/Interferon-inducible_GTPase_5
51194	Q18042364	WDR45B	56270	Q21136603	https://en.wikipedia.org/wiki/WDR45L
51199	Q18042371	GKN1	56287	Q21101626	https://en.wikipedia.org/wiki/GKN1
51206	Q18042372	PARD3	56288	Q21109325	https://en.wikipedia.org/wiki/PARD3
51214	Q18046452	PRR5L	79899	Q21122569	https://en.wikipedia.org/wiki/Proline_rich_5_like
51215	Q18046452	PRR5L	79899	Q21148799	https://en.wikipedia.org/wiki/Proline_rich_5_like
51220	Q18046453	CYBRD1	79901	Q21154832	https://en.wikipedia.org/wiki/Duodenal_cytochrome_B
51222	Q18046455	NUP85	79902	Q21118897	https://en.wikipedia.org/wiki/Nucleoporin_85
51223	Q18046455	NUP85	79902	Q21147889	https://en.wikipedia.org/wiki/Nucleoporin_85
51228	Q18046459	MORN1	79906	Q21117632	https://en.wikipedia.org/wiki/Morn_repeat_containing_1
51229	Q18046459	MORN1	79906	Q21139665	https://en.wikipedia.org/wiki/Morn_repeat_containing_1
51234	Q18046461	PYROXD1	79912	Q21124974	https://en.wikipedia.org/wiki/Pyridine_nucleotide-disulphide_oxidoreductase_domain_1
51238	Q18046466	SETD6	79918	Q21124481	https://en.wikipedia.org/wiki/SETD6
51242	Q18046467	MAB21L4	79919	Q21110574	https://en.wikipedia.org/wiki/C2orf54
51246	Q18046468	TCEAL4	79921	Q21127361	https://en.wikipedia.org/wiki/TCEAL4
51249	Q18046469	MRM1	79922	Q21105342	https://en.wikipedia.org/wiki/MRM1_(gene)
51252	Q18046470	ADM2	79924	Q4651148	https://en.wikipedia.org/wiki/ADM2
51258	Q18046474	DOK3	79930	Q21133093	https://en.wikipedia.org/wiki/DOK3
51259	Q18046474	DOK3	79930	Q21140812	https://en.wikipedia.org/wiki/DOK3
51266	Q18046475	TNIP3	79931	Q21112129	https://en.wikipedia.org/wiki/TNIP3_(gene)
51270	Q18046483	ZNF696	79943	Q21138016	https://en.wikipedia.org/wiki/Zinc_finger_protein_696
51273	Q18046485	L2HGDH	79944	Q21114888	https://en.wikipedia.org/wiki/L2HGDH
51276	Q18046487	DHDDS	79947	Q21117496	https://en.wikipedia.org/wiki/Dehydrodolichyl_diphosphate_synthase
51277	Q18046487	DHDDS	79947	Q21152259	https://en.wikipedia.org/wiki/Dehydrodolichyl_diphosphate_synthase
51285	Q18046488	PLEKHS1	79949	Q21106229	https://en.wikipedia.org/wiki/Pleckstrin_homology_domain_containing_S1
51290	Q18046493	PAQR6	79957	Q21134263	https://en.wikipedia.org/wiki/PAQR6
51291	Q18046493	PAQR6	79957	Q21149705	https://en.wikipedia.org/wiki/PAQR6
51299	Q18046495	CEP76	79959	Q21105088	https://en.wikipedia.org/wiki/CEP76
51303	Q18046496	JADE1	79960	Q21113948	https://en.wikipedia.org/wiki/JADE1
51304	Q18046496	JADE1	79960	Q21147254	https://en.wikipedia.org/wiki/JADE1
51307	Q18046502	WDR76	79968	Q21124738	https://en.wikipedia.org/wiki/Wd_repeat_domain_76
51310	Q18046505	WLS	79971	Q21123634	https://en.wikipedia.org/wiki/GPR177
51312	Q18035758	PLAC1	10761	Q21119736	https://en.wikipedia.org/wiki/PLAC1
51315	Q18035767	NUP50	10762	Q21111100	https://en.wikipedia.org/wiki/Nucleoporin_50
51316	Q18035767	NUP50	10762	Q21147143	https://en.wikipedia.org/wiki/Nucleoporin_50
51321	Q18035776	KDM5B	10765	Q21113093	https://en.wikipedia.org/wiki/JARID1B
51322	Q18035776	KDM5B	10765	Q21141181	https://en.wikipedia.org/wiki/JARID1B
51328	Q18035785	TOB2	10766	Q21115498	https://en.wikipedia.org/wiki/TOB2
51332	Q18035793	HBS1L	10767	Q21103347	https://en.wikipedia.org/wiki/HBS1_like_translational_GTPase
51333	Q18035793	HBS1L	10767	Q21133417	https://en.wikipedia.org/wiki/HBS1_like_translational_GTPase
51334	Q18035793	HBS1L	10767	Q21140356	https://en.wikipedia.org/wiki/HBS1_like_translational_GTPase
51341	Q18035802	AHCYL1	10768	Q21115490	https://en.wikipedia.org/wiki/AHCYL1
51345	Q18035814	PLK2	10769	Q21114035	https://en.wikipedia.org/wiki/PLK2
51349	Q18035816	ZMYND11	10771	Q21105839	https://en.wikipedia.org/wiki/ZMYND11
51353	Q18035818	SRSF10	10772	Q21134569	https://en.wikipedia.org/wiki/FUSIP1
51354	Q18035818	SRSF10	10772	Q21140643	https://en.wikipedia.org/wiki/FUSIP1
51359	Q18035822	POP4	10775	Q21120470	https://en.wikipedia.org/wiki/POP4_(gene)
51362	Q18035823	ARPP19	10776	Q21130505	https://en.wikipedia.org/wiki/ARPP-19
51366	Q18035824	ARPP21	10777	Q21105242	https://en.wikipedia.org/wiki/ARPP-21
51367	Q18035824	ARPP21	10777	Q21149828	https://en.wikipedia.org/wiki/ARPP-21
51375	Q18035827	ZNF266	10781	Q21173452	https://en.wikipedia.org/wiki/Zinc_finger_protein_266
51380	Q18035828	ZNF274	10782	Q21136857	https://en.wikipedia.org/wiki/ZNF274
51385	Q18035829	NEK6	10783	Q21115285	https://en.wikipedia.org/wiki/NEK6
51386	Q18035829	NEK6	10783	Q21140647	https://en.wikipedia.org/wiki/NEK6
51391	Q18035830	WDR4	10785	Q21114422	https://en.wikipedia.org/wiki/WDR4
